股票[S]	股票代码[0]	股票名称[1]	昨日收盘价[2]	昨日结算价[3]	昨日持仓量[4]	涨停价[5]	跌停价[6]	总股本[7]	流通盘[8]	合约数量乘数[9]	最小变动价位[18]	上市日[20]	到期日[21]	合约在RZRK的代码[32]	合约在交易所的代码[33]	利息额[35]	除权除息[36]	停牌[37]	创建日[19]	限价单最大下单量（买）[16]	限价单最小下单量（买）[17]	投资者适当性管理分类[50]	最小回购天数[52]	最大回购天数[53]	证券类型 1.全国股转：标识分层信息[57]	证券种类和属性高位[69]	证券种类和属性低位[70]	要约收购信息[68]
105098	105098	北京1810	100.00	0.00	0	100000.00	0.00	2540600	0	1	0.001	20181105		105098	105098	528.00	N	0		0	0	0	0	0		4214784	0	
105099	105099	北京1811	100.00	0.00	0	100000.00	0.00	16955700	300000	1	0.001	20181105		105099	105099	553.00	N	0		0	0	0	0	0		4214784	0	
105100	105100	北京1812	100.00	0.00	0	100000.00	0.00	13447300	0	1	0.001	20181105		105100	105100	581.00	N	0		0	0	0	0	0		4214784	0	
105101	105101	北京1813	100.00	0.00	0	100000.00	0.00	6076600	0	1	0.001	20181105		105101	105101	528.00	N	0		0	0	0	0	0		4214784	0	
105102	105102	北京1814	100.00	0.00	0	100000.00	0.00	15030000	0	1	0.001	20181105		105102	105102	553.00	N	0		0	0	0	0	0		4214784	0	
105103	105103	北京1815	100.00	0.00	0	100000.00	0.00	24805000	0	1	0.001	20181105		105103	105103	581.00	N	0		0	0	0	0	0		4214784	0	
105104	105104	四川1850	100.00	0.00	0	100000.00	0.00	40000000	1540000	1	0.001	20181113		105104	105104	492.00	N	0		0	0	0	0	0		4214784	0	
105105	105105	大连1813	100.00	0.00	0	100000.00	0.00	24375500	400000	1	0.001	20181116		105105	105105	394.00	N	0		0	0	0	0	0		4214784	0	
105106	105106	大连1814	100.00	0.00	0	100000.00	0.00	14467200	0	1	0.001	20181116		105106	105106	435.00	N	0		0	0	0	0	0		4214784	0	
105107	105107	湖南1821	100.00	0.00	0	100000.00	0.00	100000000	400000	1	0.001	20181119		105107	105107	459.00	N	0		0	0	0	0	0		4214784	0	
105108	105108	江西1820	100.00	0.00	0	100000.00	0.00	3270000	200000	1	0.001	20181121		105108	105108	356.00	N	0		0	0	0	0	0		4214784	0	
105109	105109	宁波1816	100.00	0.00	0	100000.00	0.00	11826700	200000	1	0.001	20181123		105109	105109	331.00	N	0		0	0	0	0	0		4214784	0	
105110	105110	宁波1817	100.00	0.00	0	100000.00	0.00	17500000	900000	1	0.001	20181123		105110	105110	353.00	N	0		0	0	0	0	0		4214784	0	
105111	105111	宁波1818	100.00	0.00	0	100000.00	0.00	5280000	0	1	0.001	20181123		105111	105111	331.00	N	0		0	0	0	0	0		4214784	0	
105112	105112	宁波1819	100.00	0.00	0	100000.00	0.00	7700000	0	1	0.001	20181123		105112	105112	353.00	N	0		0	0	0	0	0		4214784	0	
105113	105113	贵州1826	100.00	0.00	0	100000.00	0.00	65092800	3500000	1	0.001	20181123		105113	105113	331.00	N	0		0	0	0	0	0		4214784	0	
105114	105114	贵州1827	100.00	0.00	0	100000.00	0.00	57413300	2400000	1	0.001	20181123		105114	105114	353.00	N	0		0	0	0	0	0		4214784	0	
105115	105115	湖北1818	100.00	0.00	0	100000.00	0.00	4700000	100000	1	0.001	20181127		105115	105115	353.00	N	0		0	0	0	0	0		4214784	0	
105116	105116	内蒙1832	100.00	0.00	0	100000.00	0.00	26392100	100000	1	0.001	20181130		105116	105116	230.00	N	0		0	0	0	0	0		4214784	0	
105117	105117	内蒙1833	100.00	0.00	0	100000.00	0.00	4648700	0	1	0.001	20181130		105117	105117	280.00	N	0		0	0	0	0	0		4214784	0	
105118	105118	辽宁1824	100.00	0.00	0	100000.00	0.00	30280000	0	1	0.001	20181204		105118	105118	259.00	N	0		0	0	0	0	0		4214784	0	
105119	105119	河北1841	100.00	0.00	0	100000.00	0.00	60000000	500000	1	0.001	20181224		105119	105119	47.00	N	0		0	0	0	0	0		4214784	0	
105120	105120	河北1842	100.00	0.00	0	100000.00	0.00	90000000	0	1	0.001	20181224		105120	105120	51.00	N	0		0	0	0	0	0		4214784	0	
105121	105121	河北1843	100.00	0.00	0	100000.00	0.00	30000000	0	1	0.001	20181224		105121	105121	51.00	N	0		0	0	0	0	0		4214784	0	
105122	105122	河北1844	100.00	0.00	0	100000.00	0.00	100000000	0	1	0.001	20181224		105122	105122	54.00	N	0		0	0	0	0	0		4214784	0	
105123	105123	河北1845	100.00	0.00	0	100000.00	0.00	20000000	0	1	0.001	20181224		105123	105123	57.00	N	0		0	0	0	0	0		4214784	0	
105124	105124	广东1837	100.00	0.00	0	100000.00	0.00	2000000	0	1	0.001	20181225		105124	105124	37.00	N	0		0	0	0	0	0		4214784	0	
105125	105125	广东1838	100.00	0.00	0	100000.00	0.00	5000000	0	1	0.001	20181225		105125	105125	37.00	N	0		0	0	0	0	0		4214784	0	
105126	105126	广东1839	100.00	0.00	0	100000.00	0.00	78000000	1000000	1	0.001	20181225		105126	105126	40.00	N	0		0	0	0	0	0		4214784	0	
105127	105127	新疆1827	100.00	0.00	0	100000.00	0.00	15000000	0	1	0.001	20181227		105127	105127	1875.00	N	0		0	0	0	0	0		4214784	0	
105128	105128	新疆1828	100.00	0.00	0	100000.00	0.00	5000000	0	1	0.001	20181227		105128	105128	1875.00	N	0		0	0	0	0	0		4214784	0	
105129	105129	青海1817	100.00	0.00	0	100000.00	0.00	4177000	0	1	0.001	20181227		105129	105129	3310.00	N	0		0	0	0	0	0		4214784	0	
105130	105130	青海1818	100.00	0.00	0	100000.00	0.00	94800000	0	1	0.001	20181227		105130	105130	1875.00	N	0		0	0	0	0	0		4214784	0	
105131	105131	广西1821	100.00	0.00	0	100000.00	0.00	7900000	0	1	0.001	20190103		105131	105131	3431.00	N	0		0	0	0	0	0		4214784	0	
105132	105132	广西1822	100.00	0.00	0	100000.00	0.00	1500000	0	1	0.001	20190103		105132	105132	3431.00	N	0		0	0	0	0	0		4214784	0	
105133	105133	山东1819	100.00	0.00	0	100000.00	0.00	1300000	0	1	0.001	20181228		105133	105133	3440.00	N	0		0	0	0	0	0		4214784	0	
105134	105134	山东1820	100.00	0.00	0	100000.00	0.00	37260000	0	1	0.001	20181228		105134	105134	3440.00	N	0		0	0	0	0	0		4214784	0	
105135	105135	龙江1820	100.00	0.00	0	100000.00	0.00	10957000	500000	1	0.001	20190104		105135	105135	3374.00	N	0		0	0	0	0	0		4214784	0	
105136	105136	龙江1821	100.00	0.00	0	100000.00	0.00	43000	0	1	0.001	20190104		105136	105136	3374.00	N	0		0	0	0	0	0		4214784	0	
105137	105137	江西1821	100.00	0.00	0	100000.00	0.00	6622600	0	1	0.001	20190103		105137	105137	3620.00	N	0		0	0	0	0	0		4214784	0	
105138	105138	江西1822	100.00	0.00	0	100000.00	0.00	2400000	0	1	0.001	20190103		105138	105138	3620.00	N	0		0	0	0	0	0		4214784	0	
105139	105139	浙江1817	100.00	0.00	0	100000.00	0.00	18600000	0	1	0.001	20190103		105139	105139	3431.00	N	0		0	0	0	0	0		4214784	0	
105140	105140	浙江1818	100.00	0.00	0	100000.00	0.00	22000000	1000000	1	0.001	20190103		105140	105140	3620.00	N	0		0	0	0	0	0		4214784	0	
105141	105141	天津1837	100.00	0.00	0	100000.00	0.00	5000000	0	1	0.001	20190103		105141	105141	3620.00	N	0		0	0	0	0	0		4214784	0	
105142	105142	天津1838	100.00	0.00	0	100000.00	0.00	17000000	0	1	0.001	20190103		105142	105142	3431.00	N	0		0	0	0	0	0		4214784	0	
105143	105143	天津1839	100.00	0.00	0	100000.00	0.00	3000000	100000	1	0.001	20190103		105143	105143	3431.00	N	0		0	0	0	0	0		4214784	0	
105144	105144	青岛1813	100.00	0.00	0	100000.00	0.00	268200	0	1	0.001	20190103		105144	105144	3431.00	N	0		0	0	0	0	0		4214784	0	
105145	105145	青岛1814	100.00	0.00	0	100000.00	0.00	292400	0	1	0.001	20190103		105145	105145	3431.00	N	0		0	0	0	0	0		4214784	0	
105146	105146	新疆1901	100.00	0.00	0	100000.00	0.00	100000000	0	1	0.001	20190124		105146	105146	1495.00	N	0		0	0	0	0	0		4214784	0	
105147	105147	河南1901	100.00	0.00	0	100000.00	0.00	165000000	100	1	0.001	20190125		105147	105147	2881.00	N	0		0	0	0	0	0		4214784	0	
105148	105148	河南1902	100.00	0.00	0	100000.00	0.00	139000000	1600000	1	0.001	20190125		105148	105148	3065.00	N	0		0	0	0	0	0		4214784	0	
105149	105149	河南1903	100.00	0.00	0	100000.00	0.00	9400000	0	1	0.001	20190125		105149	105149	2881.00	N	0		0	0	0	0	0		4214784	0	
105150	105150	河南1904	100.00	0.00	0	100000.00	0.00	113340000	0	1	0.001	20190125		105150	105150	3065.00	N	0		0	0	0	0	0		4214784	0	
105151	105151	河南1905	100.00	0.00	0	100000.00	0.00	2110000	0	1	0.001	20190125		105151	105151	2881.00	N	0		0	0	0	0	0		4214784	0	
105152	105152	河南1906	100.00	0.00	0	100000.00	0.00	11390000	0	1	0.001	20190125		105152	105152	3065.00	N	0		0	0	0	0	0		4214784	0	
105153	105153	河南1907	100.00	0.00	0	100000.00	0.00	13000000	0	1	0.001	20190125		105153	105153	1609.00	N	0		0	0	0	0	0		4214784	0	
105154	105154	兵团1901	100.00	0.00	0	100000.00	0.00	11200000	0	1	0.001	20190128		105154	105154	3056.00	N	0		0	0	0	0	0		4214784	0	
105155	105155	兵团1902	100.00	0.00	0	100000.00	0.00	16800000	0	1	0.001	20190128		105155	105155	1472.00	N	0		0	0	0	0	0		4214784	0	
105156	105156	兵团1903	100.00	0.00	0	100000.00	0.00	2000000	0	1	0.001	20190128		105156	105156	1472.00	N	0		0	0	0	0	0		4214784	0	
105157	105157	兵团1904	100.00	0.00	0	100000.00	0.00	10000000	200000	1	0.001	20190128		105157	105157	1472.00	N	0		0	0	0	0	0		4214784	0	
105158	105158	福建1901	100.00	0.00	0	100000.00	0.00	42800000	400000	1	0.001	20190129		105158	105158	3047.00	N	0		0	0	0	0	0		4214784	0	
105159	105159	福建1902	100.00	0.00	0	100000.00	0.00	32100000	0	1	0.001	20190129		105159	105159	3175.00	N	0		0	0	0	0	0		4214784	0	
105160	105160	福建1903	100.00	0.00	0	100000.00	0.00	32100000	0	1	0.001	20190129		105160	105160	1467.00	N	0		0	0	0	0	0		4214784	0	
105161	105161	山东1901	100.00	0.00	0	100000.00	0.00	104590000	6900000	1	0.001	20190129		105161	105161	1467.00	N	0		0	0	0	0	0		4214784	0	
105162	105162	山东1902	100.00	0.00	0	100000.00	0.00	39510000	0	1	0.001	20190129		105162	105162	3047.00	N	0		0	0	0	0	0		4214784	0	
105163	105163	山东1903	100.00	0.00	0	100000.00	0.00	17740000	0	1	0.001	20190129		105163	105163	2845.00	N	0		0	0	0	0	0		4214784	0	
105164	105164	山东1904	100.00	0.00	0	100000.00	0.00	75110000	700000	1	0.001	20190129		105164	105164	1467.00	N	0		0	0	0	0	0		4214784	0	
105165	105165	山东1905	100.00	0.00	0	100000.00	0.00	8230000	0	1	0.001	20190129		105165	105165	1467.00	N	0		0	0	0	0	0		4214784	0	
105166	105166	青岛1901	100.00	0.00	0	100000.00	0.00	22000000	300000	1	0.001	20190131		105166	105166	3019.00	N	0		0	0	0	0	0		4214784	0	
105167	105167	青岛1902	100.00	0.00	0	100000.00	0.00	35000000	900000	1	0.001	20190131		105167	105167	3137.00	N	0		0	0	0	0	0		4214784	0	
105168	105168	河北1901	100.00	0.00	0	100000.00	0.00	30000000	100000	1	0.001	20190130		105168	105168	3146.00	N	0		0	0	0	0	0		4214784	0	
105169	105169	河北1902	100.00	0.00	0	100000.00	0.00	23150000	0	1	0.001	20190130		105169	105169	1442.00	N	0		0	0	0	0	0		4214784	0	
105170	105170	天津1901	100.00	0.00	0	100000.00	0.00	19200000	300000	1	0.001	20190130		105170	105170	2666.00	N	0		0	0	0	0	0		4214784	0	
105171	105171	天津1902	100.00	0.00	0	100000.00	0.00	12800000	200000	1	0.001	20190130		105171	105171	3028.00	N	0		0	0	0	0	0		4214784	0	
105172	105172	天津1903	100.00	0.00	0	100000.00	0.00	14000000	0	1	0.001	20190130		105172	105172	1578.00	N	0		0	0	0	0	0		4214784	0	
105173	105173	天津1904	100.00	0.00	0	100000.00	0.00	63000000	4900000	1	0.001	20190130		105173	105173	3028.00	N	0		0	0	0	0	0		4214784	0	
105174	105174	天津1905	100.00	0.00	0	100000.00	0.00	4000000	0	1	0.001	20190130		105174	105174	1565.00	N	0		0	0	0	0	0		4214784	0	
105175	105175	天津1906	100.00	0.00	0	100000.00	0.00	4000000	0	1	0.001	20190130		105175	105175	3028.00	N	0		0	0	0	0	0		4214784	0	
105176	105176	天津1907	100.00	0.00	0	100000.00	0.00	10000000	0	1	0.001	20190130		105176	105176	1442.00	N	0		0	0	0	0	0		4214784	0	
105177	105177	天津1908	100.00	0.00	0	100000.00	0.00	5000000	0	1	0.001	20190130		105177	105177	2829.00	N	0		0	0	0	0	0		4214784	0	
105178	105178	天津1909	100.00	0.00	0	100000.00	0.00	132000000	2000000	1	0.001	20190130		105178	105178	3028.00	N	0		0	0	0	0	0		4214784	0	
105179	105179	天津1910	100.00	0.00	0	100000.00	0.00	27000000	800000	1	0.001	20190130		105179	105179	3028.00	N	0		0	0	0	0	0		4214784	0	
105180	105180	天津1911	100.00	0.00	0	100000.00	0.00	6000000	0	1	0.001	20190130		105180	105180	3028.00	N	0		0	0	0	0	0		4214784	0	
105181	105181	云南1901	100.00	0.00	0	100000.00	0.00	25500000	400000	1	0.001	20190131		105181	105181	2829.00	N	0		0	0	0	0	0		4214784	0	
105182	105182	云南1902	100.00	0.00	0	100000.00	0.00	76500000	500000	1	0.001	20190131		105182	105182	3019.00	N	0		0	0	0	0	0		4214784	0	
105183	105183	云南1903	100.00	0.00	0	100000.00	0.00	76500000	2100000	1	0.001	20190131		105183	105183	3137.00	N	0		0	0	0	0	0		4214784	0	
105184	105184	云南1904	100.00	0.00	0	100000.00	0.00	76500000	0	1	0.001	20190131		105184	105184	1436.00	N	0		0	0	0	0	0		4214784	0	
105185	105185	云南1905	100.00	0.00	0	100000.00	0.00	150000000	1800000	1	0.001	20190131		105185	105185	3019.00	N	0		0	0	0	0	0		4214784	0	
105186	105186	云南1906	100.00	0.00	0	100000.00	0.00	41000000	0	1	0.001	20190131		105186	105186	3137.00	N	0		0	0	0	0	0		4214784	0	
105187	105187	贵州1901	100.00	0.00	0	100000.00	0.00	51000000	700000	1	0.001	20190131		105187	105187	3019.00	N	0		0	0	0	0	0		4214784	0	
105188	105188	湖北1901	100.00	0.00	0	100000.00	0.00	179625000	0	1	0.001	20190201		105188	105188	1370.00	N	0		0	0	0	0	0		4214784	0	
105189	105189	湖北1902	100.00	0.00	0	100000.00	0.00	18000000	0	1	0.001	20190201		105189	105189	2875.00	N	0		0	0	0	0	0		4214784	0	
105190	105190	江西1901	100.00	0.00	0	100000.00	0.00	28465700	0	1	0.001	20190201		105190	105190	2695.00	N	0		0	0	0	0	0		4214784	0	
105191	105191	江西1902	100.00	0.00	0	100000.00	0.00	63000000	0	1	0.001	20190201		105191	105191	2875.00	N	0		0	0	0	0	0		4214784	0	
105192	105192	江西1903	100.00	0.00	0	100000.00	0.00	63000000	0	1	0.001	20190201		105192	105192	2992.00	N	0		0	0	0	0	0		4214784	0	
105193	105193	江西1904	100.00	0.00	0	100000.00	0.00	63000000	0	1	0.001	20190201		105193	105193	1370.00	N	0		0	0	0	0	0		4214784	0	
105194	105194	江西1905	100.00	0.00	0	100000.00	0.00	26697000	0	1	0.001	20190201		105194	105194	2695.00	N	0		0	0	0	0	0		4214784	0	
105195	105195	四川1901	100.00	0.00	0	100000.00	0.00	20000000	0	1	0.001	20190201		105195	105195	2875.00	N	0		0	0	0	0	0		4214784	0	
105196	105196	四川1902	100.00	0.00	0	100000.00	0.00	80000000	0	1	0.001	20190201		105196	105196	1370.00	N	0		0	0	0	0	0		4214784	0	
105197	105197	四川1903	100.00	0.00	0	100000.00	0.00	5280000	0	1	0.001	20190201		105197	105197	2695.00	N	0		0	0	0	0	0		4214784	0	
105198	105198	四川1904	100.00	0.00	0	100000.00	0.00	46840000	0	1	0.001	20190201		105198	105198	2875.00	N	0		0	0	0	0	0		4214784	0	
105199	105199	四川1905	100.00	0.00	0	100000.00	0.00	4750000	0	1	0.001	20190201		105199	105199	2875.00	N	0		0	0	0	0	0		4214784	0	
105200	105200	四川1906	100.00	0.00	0	100000.00	0.00	16800000	0	1	0.001	20190201		105200	105200	2992.00	N	0		0	0	0	0	0		4214784	0	
105201	105201	四川1907	100.00	0.00	0	100000.00	0.00	1050000	0	1	0.001	20190201		105201	105201	1370.00	N	0		0	0	0	0	0		4214784	0	
105202	105202	四川1908	100.00	0.00	0	100000.00	0.00	3000000	0	1	0.001	20190201		105202	105202	2992.00	N	0		0	0	0	0	0		4214784	0	
105203	105203	四川1909	100.00	0.00	0	100000.00	0.00	2850000	0	1	0.001	20190201		105203	105203	1370.00	N	0		0	0	0	0	0		4214784	0	
105204	105204	四川1910	100.00	0.00	0	100000.00	0.00	4460000	0	1	0.001	20190201		105204	105204	2992.00	N	0		0	0	0	0	0		4214784	0	
105205	105205	四川1911	100.00	0.00	0	100000.00	0.00	900000	0	1	0.001	20190201		105205	105205	2992.00	N	0		0	0	0	0	0		4214784	0	
105206	105206	四川1912	100.00	0.00	0	100000.00	0.00	1150000	0	1	0.001	20190201		105206	105206	1370.00	N	0		0	0	0	0	0		4214784	0	
105207	105207	四川1913	100.00	0.00	0	100000.00	0.00	600000	0	1	0.001	20190201		105207	105207	1370.00	N	0		0	0	0	0	0		4214784	0	
105208	105208	四川1914	100.00	0.00	0	100000.00	0.00	4000000	0	1	0.001	20190201		105208	105208	2992.00	N	0		0	0	0	0	0		4214784	0	
105209	105209	四川1915	100.00	0.00	0	100000.00	0.00	8000000	0	1	0.001	20190201		105209	105209	1370.00	N	0		0	0	0	0	0		4214784	0	
105210	105210	四川1916	100.00	0.00	0	100000.00	0.00	3000000	0	1	0.001	20190201		105210	105210	2875.00	N	0		0	0	0	0	0		4214784	0	
105211	105211	四川1917	100.00	0.00	0	100000.00	0.00	400000	0	1	0.001	20190201		105211	105211	2992.00	N	0		0	0	0	0	0		4214784	0	
105212	105212	四川1918	100.00	0.00	0	100000.00	0.00	3000000	0	1	0.001	20190201		105212	105212	2992.00	N	0		0	0	0	0	0		4214784	0	
105213	105213	四川1919	100.00	0.00	0	100000.00	0.00	1100000	0	1	0.001	20190201		105213	105213	1370.00	N	0		0	0	0	0	0		4214784	0	
105214	105214	厦门1901	100.00	0.00	0	100000.00	0.00	12000000	0	1	0.001	20190211		105214	105214	2866.00	N	0		0	0	0	0	0		4214784	0	
105215	105215	厦门1902	100.00	0.00	0	100000.00	0.00	2000000	0	1	0.001	20190211		105215	105215	2983.00	N	0		0	0	0	0	0		4214784	0	
105216	105216	厦门1903	100.00	0.00	0	100000.00	0.00	15000000	0	1	0.001	20190211		105216	105216	1361.00	N	0		0	0	0	0	0		4214784	0	
105217	105217	江苏1901	100.00	0.00	0	100000.00	0.00	195000000	0	1	0.001	20190212		105217	105217	1352.00	N	0		0	0	0	0	0		4214784	0	
105218	105218	陕西1901	100.00	0.00	0	100000.00	0.00	35000000	100000	1	0.001	20190211		105218	105218	1361.00	N	0		0	0	0	0	0		4214784	0	
105219	105219	甘肃1901	100.00	0.00	0	100000.00	0.00	57000000	0	1	0.001	20190211		105219	105219	2983.00	N	0		0	0	0	0	0		4214784	0	
105220	105220	甘肃1902	100.00	0.00	0	100000.00	0.00	20000000	0	1	0.001	20190211		105220	105220	1361.00	N	0		0	0	0	0	0		4214784	0	
105221	105221	内蒙1901	100.00	0.00	0	100000.00	0.00	100000000	2100000	1	0.001	20190212		105221	105221	2857.00	N	0		0	0	0	0	0		4214784	0	
105222	105222	广西1901	100.00	0.00	0	100000.00	0.00	58000000	0	1	0.001	20190212		105222	105222	2974.00	N	0		0	0	0	0	0		4214784	0	
105223	105223	北京1901	100.00	0.00	0	100000.00	0.00	20750000	0	1	0.001	20190212		105223	105223	2660.00	N	0		0	0	0	0	0		4214784	0	
105224	105224	北京1902	100.00	0.00	0	100000.00	0.00	22000000	0	1	0.001	20190212		105224	105224	2857.00	N	0		0	0	0	0	0		4214784	0	
105225	105225	北京1903	100.00	0.00	0	100000.00	0.00	63000000	5200000	1	0.001	20190212		105225	105225	2974.00	N	0		0	0	0	0	0		4214784	0	
105226	105226	北京1904	100.00	0.00	0	100000.00	0.00	28200000	2100000	1	0.001	20190212		105226	105226	1352.00	N	0		0	0	0	0	0		4214784	0	
105227	105227	浙江1901	100.00	0.00	0	100000.00	0.00	52000000	0	1	0.001	20190212		105227	105227	2857.00	N	0		0	0	0	0	0		4214784	0	
105228	105228	浙江1902	100.00	0.00	0	100000.00	0.00	180000000	0	1	0.001	20190212		105228	105228	1352.00	N	0		0	0	0	0	0		4214784	0	
105229	105229	浙江1903	100.00	0.00	0	100000.00	0.00	231000000	0	1	0.001	20190212		105229	105229	2857.00	N	0		0	0	0	0	0		4214784	0	
105230	105230	山西1901	100.00	0.00	0	100000.00	0.00	28700000	0	1	0.001	20190226		105230	105230	2640.00	N	0		0	0	0	0	0		4214784	0	
105231	105231	山西1902	100.00	0.00	0	100000.00	0.00	45000000	0	1	0.001	20190226		105231	105231	2766.00	N	0		0	0	0	0	0		4214784	0	
105232	105232	山西1903	100.00	0.00	0	100000.00	0.00	45000000	0	1	0.001	20190226		105232	105232	1147.00	N	0		0	0	0	0	0		4214784	0	
105233	105233	山西1904	100.00	0.00	0	100000.00	0.00	1310000	0	1	0.001	20190226		105233	105233	2448.00	N	0		0	0	0	0	0		4214784	0	
105234	105234	山西1905	100.00	0.00	0	100000.00	0.00	4630000	0	1	0.001	20190226		105234	105234	2640.00	N	0		0	0	0	0	0		4214784	0	
105235	105235	山西1906	100.00	0.00	0	100000.00	0.00	2300000	0	1	0.001	20190226		105235	105235	2766.00	N	0		0	0	0	0	0		4214784	0	
105236	105236	山西1907	100.00	0.00	0	100000.00	0.00	11470000	0	1	0.001	20190226		105236	105236	1147.00	N	0		0	0	0	0	0		4214784	0	
105237	105237	山西1908	100.00	0.00	0	100000.00	0.00	14440000	0	1	0.001	20190226		105237	105237	2640.00	N	0		0	0	0	0	0		4214784	0	
105238	105238	山西1909	100.00	0.00	0	100000.00	0.00	3200000	0	1	0.001	20190226		105238	105238	2448.00	N	0		0	0	0	0	0		4214784	0	
105239	105239	山西1910	100.00	0.00	0	100000.00	0.00	2900000	0	1	0.001	20190226		105239	105239	2640.00	N	0		0	0	0	0	0		4214784	0	
105240	105240	山西1911	100.00	0.00	0	100000.00	0.00	5560000	0	1	0.001	20190226		105240	105240	1147.00	N	0		0	0	0	0	0		4214784	0	
105241	105241	上海1901	100.00	0.00	0	100000.00	0.00	209000000	0	1	0.001	20190226		105241	105241	1147.00	N	0		0	0	0	0	0		4214784	0	
105242	105242	上海1902	100.00	0.00	0	100000.00	0.00	156100000	0	1	0.001	20190226		105242	105242	2640.00	N	0		0	0	0	0	0		4214784	0	
105243	105243	上海1903	100.00	0.00	0	100000.00	0.00	19900000	0	1	0.001	20190226		105243	105243	1147.00	N	0		0	0	0	0	0		4214784	0	
105244	105244	新疆1902	100.00	0.00	0	100000.00	0.00	39900000	0	1	0.001	20190226		105244	105244	2766.00	N	0		0	0	0	0	0		4214784	0	
105245	105245	新疆1903	100.00	0.00	0	100000.00	0.00	57000000	0	1	0.001	20190226		105245	105245	1198.00	N	0		0	0	0	0	0		4214784	0	
105246	105246	新疆1904	100.00	0.00	0	100000.00	0.00	32000000	800000	1	0.001	20190226		105246	105246	2766.00	N	0		0	0	0	0	0		4214784	0	
105247	105247	新疆1905	100.00	0.00	0	100000.00	0.00	11400000	0	1	0.001	20190226		105247	105247	1198.00	N	0		0	0	0	0	0		4214784	0	
105248	105248	辽宁1901	100.00	0.00	0	100000.00	0.00	249785500	0	1	0.001	20190227		105248	105248	1123.00	N	0		0	0	0	0	0		4214784	0	
105249	105249	辽宁1902	100.00	0.00	0	100000.00	0.00	9000000	0	1	0.001	20190227		105249	105249	2623.00	N	0		0	0	0	0	0		4214784	0	
105250	105250	山东1906	100.00	0.00	0	100000.00	0.00	106000000	0	1	0.001	20190227		105250	105250	1123.00	N	0		0	0	0	0	0		4214784	0	
105251	105251	山东1907	100.00	0.00	0	100000.00	0.00	48730000	0	1	0.001	20190227		105251	105251	1123.00	N	0		0	0	0	0	0		4214784	0	
105252	105252	山东1908	100.00	0.00	0	100000.00	0.00	169150000	0	1	0.001	20190227		105252	105252	2623.00	N	0		0	0	0	0	0		4214784	0	
105253	105253	山东1909	100.00	0.00	0	100000.00	0.00	69730000	0	1	0.001	20190227		105253	105253	2432.00	N	0		0	0	0	0	0		4214784	0	
105254	105254	山东1910	100.00	0.00	0	100000.00	0.00	10000000	0	1	0.001	20190227		105254	105254	1123.00	N	0		0	0	0	0	0		4214784	0	
105255	105255	山东1911	100.00	0.00	0	100000.00	0.00	1380000	0	1	0.001	20190227		105255	105255	2623.00	N	0		0	0	0	0	0		4214784	0	
105256	105256	山东1912	100.00	0.00	0	100000.00	0.00	6680000	0	1	0.001	20190227		105256	105256	2623.00	N	0		0	0	0	0	0		4214784	0	
105257	105257	陕西1902	100.00	0.00	0	100000.00	0.00	102000000	0	1	0.001	20190301		105257	105257	2754.00	N	0		0	0	0	0	0		4214784	0	
105258	105258	陕西1903	100.00	0.00	0	100000.00	0.00	102000000	0	1	0.001	20190301		105258	105258	1114.00	N	0		0	0	0	0	0		4214784	0	
105259	105259	重庆1901	100.00	0.00	0	100000.00	0.00	26000000	0	1	0.001	20190301		105259	105259	2622.00	N	0		0	0	0	0	0		4214784	0	
105260	105260	重庆1902	100.00	0.00	0	100000.00	0.00	60000000	0	1	0.001	20190301		105260	105260	1114.00	N	0		0	0	0	0	0		4214784	0	
105261	105261	重庆1903	100.00	0.00	0	100000.00	0.00	70000000	0	1	0.001	20190301		105261	105261	1308.00	N	0		0	0	0	0	0		4214784	0	
105262	105262	重庆1904	100.00	0.00	0	100000.00	0.00	78000000	0	1	0.001	20190301		105262	105262	2622.00	N	0		0	0	0	0	0		4214784	0	
105263	105263	重庆1905	100.00	0.00	0	100000.00	0.00	22000000	0	1	0.001	20190301		105263	105263	2754.00	N	0		0	0	0	0	0		4214784	0	
105264	105264	青海1901	100.00	0.00	0	100000.00	0.00	50000000	0	1	0.001	20190301		105264	105264	1114.00	N	0		0	0	0	0	0		4214784	0	
105265	105265	广西1902	100.00	0.00	0	100000.00	0.00	105000000	0	1	0.001	20190301		105265	105265	2754.00	N	0		0	0	0	0	0		4214784	0	
105266	105266	广西1903	100.00	0.00	0	100000.00	0.00	50000000	0	1	0.001	20190301		105266	105266	2754.00	N	0		0	0	0	0	0		4214784	0	
105267	105267	广西1904	100.00	0.00	0	100000.00	0.00	45000000	0	1	0.001	20190301		105267	105267	2622.00	N	0		0	0	0	0	0		4214784	0	
105268	105268	宁波1901	100.00	0.00	0	100000.00	0.00	8000000	0	1	0.001	20190304		105268	105268	1108.00	N	0		0	0	0	0	0		4214784	0	
105269	105269	宁波1902	100.00	0.00	0	100000.00	0.00	20000000	0	1	0.001	20190304		105269	105269	1108.00	N	0		0	0	0	0	0		4214784	0	
105270	105270	甘肃1903	100.00	0.00	0	100000.00	0.00	88890000	0	1	0.001	20190304		105270	105270	1108.00	N	0		0	0	0	0	0		4214784	0	
105271	105271	宁夏1901	100.00	0.00	0	100000.00	0.00	40000000	0	1	0.001	20190305		105271	105271	2686.00	N	0		0	0	0	0	0		4214784	0	
